n,i,t,a
Franklin,21073,37760,0.198
Fulton,21075,508327,0.324
Gallatin,21077,11469,0.49
Graves,21083,1572567,0.301
Grayson,21085,182180,1.422
Green,21087,170030,1.261
Hancock,21091,11514,0.024
Hardin,21093,561450,0.288
Harrison,21097,23756,0.023
Hart,21099,149410,0.963
Henderson,21101,430362,0.036
Henry,21103,271871,0.246
Hickman,21105,613681,0.285
Hopkins,21107,438004,0.118
Jessamine,21113,9152,0.234
Larue,21123,239353,0.262
Lewis,21135,18458,0.164
Lincoln,21137,150501,0.281
Livingston,21139,681032,0.629
Logan,21141,8256393,2.095
Lyon,21143,54284,0.153
McCracken,21145,407765,0.179
McLean,21149,219283,0.133
Marion,21155,457253,0.502
Marshall,21157,275857,0.275
Mason,21161,154585,0.221
Meade,21163,24993,0.02
Mercer,21167,48062,0.627
Metcalfe,21169,82603,0.601
Monroe,21171,152062,0.442
Montgomery,21173,82096,0.536
Muhlenberg,21177,435079,0.117
Nelson,21179,225849,0.086
Nicholas,21181,226661,0.684
Ohio,21183,140994,0.18
Owen,21187,3033,0.036
Pendleton,21191,11966,0.081
Pulaski,21199,84648,0.149
Robertson,21201,2400,0.058
Rockcastle,21203,25825,0.61
Rowan,21205,55619,0.402
Russell,21207,87685,0.392
Scott,21209,16863,0.025
Shelby,21211,41123,0.013
Simpson,21213,4292426,0.951
Spencer,21215,26718,0.143
Taylor,21217,506132,0.484
Todd,21219,4056334,0.888
Trigg,21221,2654833,1.158
Trimble,21223,3065,0.021
Union,21225,817831,0.175
Warren,21227,2885668,1.371
Washington,21229,57503,0.164
Wayne,21231,14408,0.039
Webster,21233,745636,0.178
Avoyelles,22009,1580,0.002
Caddo,22017,170438,0.244
Caldwell,22021,13443,0.016
Catahoula,22025,59131,0.259
Concordia,22029,109982,0.169
East Carroll,22035,215219,0.255
Franklin,22041,153832,0.045
Grant,22043,27000,0.413
Iberville,22047,12058,0.063
Lafayette,22055,3257,0.255
Madison,22065,1066664,0.926
Morehouse,22067,1908977,0.925
Natchitoches,22069,64131,0.303
Ouachita,22073,32321,0.072
Pointe Coupee,22077,60996,0.184
Rapides,22079,256156,1.425
Richland,22083,772941,0.784
St Landry,22097,1078,0.003
Tensas,22107,17047,0.006
West Carroll,22123,799546,0.844
Aroostook,23003,16171,1.415
Penobscot,23019,2292,0.333
Baltimore,24005,121678,0.084
Caroline,24011,28090,0.014
Carroll,24013,52900,0.147
Cecil,24015,36281,0.028
Charles,24017,87701,0.242
Dorchester,24019,20623,0.061
Frederick,24021,191633,0.222
Harford,24025,43681,0.161
Kent,24029,48016,0.004
Montgomery,24031,53458,0.065
Prince George's,24033,81062,0.581
Queen Anne's,24035,167653,0.027
St Mary's,24037,72053,0.041
Somerset,24039,80647,0.98
Talbot,24041,89992,0.041
Washington,24043,79200,0.104
Wicomico,24045,223245,0.061
Worcester,24047,99835,0.059
Bristol,25005,205,0.027
Franklin,25011,20942,0.449
Hampden,25013,30409,0.593
Hampshire,25015,7635,0.559
Plymouth,25023,9968,0.826
Worcester,25027,5266,0.215
Allegan,26005,560215,0.053
Alpena,26007,158711,0.509
Antrim,26009,160385,1.204
Arenac,26011,1038118,0.996
Barry,26015,149426,0.05
Bay,26017,541401,0.767
Berrien,26021,908525,0.554
Branch,26023,876227,0.076
Calhoun,26025,1364532,0.124
Cass,26027,818270,0.16
Clare,26035,318249,0.68
Clinton,26037,1195430,0.305
Delta,26041,520839,1.399
Eaton,26045,870002,0.12
Genesee,26049,1081326,0.423
Gladwin,26051,406176,0.627
Grand Traverse,26055,668285,2.757
Gratiot,26057,2672801,1.446
Hillsdale,26059,1286873,0.117
Huron,26063,988604,0.167
Ingham,26065,596710,0.394
Ionia,26067,1845929,0.483
Iosco,26069,179119,1.012
Isabella,26073,1216861,0.675
Jackson,26075,558300,0.204
Kalamazoo,26077,508594,0.082
Kent,26081,1074408,0.58
Lapeer,26087,1129740,0.597
Leelanau,26089,102897,3.938
Lenawee,26091,1645995,0.074
Livingston,26093,393817,0.32
Macomb,26099,295337,0.224
Mason,26105,766049,1.333
Mecosta,26107,647512,0.627
Menominee,26109,3315160,1.88
Midland,26111,333817,0.238
Missaukee,26113,475964,0.365
Monroe,26115,476682,0.058
Montcalm,26117,978495,0.599
Muskegon,26121,796969,0.773
Newaygo,26123,1067590,1.274
Oceana,26127,739062,1.342
Ogemaw,26129,849100,0.771
Osceola,26133,493293,0.884
Ottawa,26139,244728,0.139
Presque Isle,26141,244665,1.431
Saginaw,26145,1829991,0.268
St Clair,26147,916884,1.406
St Joseph,26149,363599,0.383
Sanilac,26151,1148548,0.178
Shiawassee,26155,2157237,0.854
Tuscola,26157,810972,0.248
Van Buren,26159,1000094,0.179
Washtenaw,26161,1699894,0.323
Wayne,26163,149380,0.981
Wexford,26165,199081,0.832
Aitkin,27001,511535,1.249
Anoka,27003,1225411,1.055
Becker,27005,4976987,1.567
Beltrami,27007,281216,0.909
Benton,27009,9701348,1.924
Big Stone,27011,7405748,1.744
Blue Earth,27013,31410882,1.929
Brown,27015,17633490,1.171
Carver,27019,16448719,7.765
Cass,27021,1226214,1.029
Chippewa,27023,15950280,0.424
Chisago,27025,5411036,3.443
Clay,27027,10376190,1.936
Clearwater,27029,682323,0.993
Cottonwood,27033,12352602,1.655
Crow Wing,27035,621950,0.919
Dakota,27037,7292432,0.78
Dodge,27039,14182781,1.024
Douglas,27041,7314091,1.259
Faribault,27043,34076785,2.201
Fillmore,27045,18565456,0.827
Freeborn,27047,26800267,1.695
Goodhue,27049,16758160,0.923
Grant,27051,19391611,2.3
Hennepin,27053,3375615,5.022
Houston,27055,4125223,1.086
Hubbard,27057,922833,2.258
Isanti,27059,6784575,3.931
Jackson,27063,22436055,1.662
Kanabec,27065,2324377,1.395
Kandiyohi,27067,24454572,1.877
Kittson,27069,1888179,1.497
Lac Qui Parle,27073,9210902,2.059
Lake of the Woods,27077,110776,0.598
Le Sueur,27079,16583988,1.979
Lincoln,27081,9793060,0.796
Lyon,27083,23443518,1.276
McLeod,27085,32915304,6.553
Mahnomen,27087,3577444,0.659
Marshall,27089,3965269,1.015
Martin,27091,30380148,1.014
Meeker,27093,17342178,1.201
Mille Lacs,27095,5157726,2.514
Morrison,27097,10808698,1.306
Mower,27099,23285651,0.923
Murray,27101,23912384,2.211
Nicollet,27103,23876135,2.837
Nobles,27105,28310838,4.093
Norman,27107,7316050,0.954
Olmsted,27109,9724516,0.7
Otter Tail,27111,15266121,2.43
Pennington,27113,2110234,1.92
Pine,27115,3340550,2.695
Pipestone,27117,12541597,1.537
Polk,27119,4323182,0.516
Pope,27121,7303608,1.404
Red Lake,27125,1539206,0.294
Redwood,27127,28684661,1.118
Renville,27129,44026468,2.654
Rice,27131,14513262,2.223
Rock,27133,27402476,6.114
Roseau,27135,3130761,1.073
Scott,27139,7280146,2.704
Sherburne,27141,2193975,0.895
Sibley,27143,39283800,7.263
Stearns,27145,22870579,1.019
Steele,27147,17624485,1.515
Stevens,27149,12988714,1.858
Swift,27151,23574241,1.289
Todd,27153,8565345,1.581
Traverse,27155,15499672,2.359
Wabasha,27157,8909744,1.008
Wadena,27159,896459,0.74
Waseca,27161,24474711,5.569
Washington,27163,2137561,0.993
Watonwan,27165,11520033,1.15
Wilkin,27167,9096708,2.019
Winona,27169,6644121,1.939
Wright,27171,17747416,3.193
Yellow Medicine,27173,25875006,1.711
Alcorn,28003,198376,0.15
Benton,28009,54687,0.998
Bolivar,28011,3151796,1.274
Calhoun,28013,81425,0.48
Carroll,28015,75528,0.185
Chickasaw,28017,193364,0.995
Clay,28025,20703,0.322
Coahoma,28027,915817,0.415
De Soto,28033,235567,0.47
Grenada,28043,156445,0.447
Holmes,28051,837572,1.738
Humphreys,28053,2569203,2.141
Issaquena,28055,26477,0.008
Lafayette,28071,38860,0.561
Lee,28081,73851,0.149
Leflore,28083,1313340,0.607
Lowndes,28087,60161,0.21
Madison,28089,55940,0.296
Marshall,28093,19473,0.965
Monroe,28095,360529,1.033
Montgomery,28097,138357,1.857
Noxubee,28103,365393,0.355
Panola,28107,754812,0.434
Pontotoc,28115,40809,0.144
Prentiss,28117,27383,0.615
Quitman,28119,969264,1.254
Sharkey,28125,344077,0.644
Sunflower,28133,3661701,1.029
Tallahatchie,28135,1153036,0.675
Tate,28137,104155,0.615
Tippah,28139,26248,0.081
Tunica,28143,971186,0.79
Union,28145,43208,0.195
Warren,28149,75498,0.028
Washington,28151,1226820,1.556
Webster,28155,169376,0.454
Yalobusha,28161,2582,0.02
Yazoo,28163,1093266,0.885
Adair,29001,41055,0.011
Andrew,29003,307855,0.033
Atchison,29005,1462633,0.025
Audrain,29007,410872,0.057
Barry,29009,27622,0.197
Barton,29011,322894,0.018
Bates,29013,19538,0.012
Benton,29015,4026,0.001
Bollinger,29017,312705,0.567
Boone,29019,34582,0.007
Buchanan,29021,295064,0.334
Butler,29023,281202,0.736
Caldwell,29025,7692,0.027
Callaway,29027,222858,0.083
Cape Girardeau,29031,728267,0.557
Carroll,29033,390044,0.085
Cass,29037,65421,0.111
Cedar,29039,198550,0.229
Chariton,29041,235447,0.051
Christian,29043,17564,0.153
Clark,29045,351695,0.155
Clay,29047,23822,0.023
Clinton,29049,80069,0.008
Cooper,29053,42341,0.009
Dade,29057,278,0.0
Dallas,29059,64777,0.597
Daviess,29061,28342,0.009
De Kalb,29063,17938,0.005
Dunklin,29069,441180,0.416
Franklin,29071,42286,0.014
Gasconade,29073,6213,0.834
Gentry,29075,553490,0.865
Greene,29077,94294,0.304
Grundy,29079,241641,0.019
Harrison,29081,749978,0.087
Henry,29083,32839,0.011
Hickory,29085,28843,0.463
Holt,29087,1338985,0.192
Howard,29089,5824,0.002
Jackson,29095,6318,0.023
Jasper,29097,261950,0.042
Johnson,29101,70701,0.011
Knox,29103,473385,0.029
Laclede,29105,195102,0.409
Lafayette,29107,28981,0.002
Lawrence,29109,362729,0.146
Lewis,29111,561701,0.286
Lincoln,29113,213628,0.106
Linn,29115,582546,0.14
Livingston,29117,376426,0.094
Macon,29121,102876,0.122
Maries,29125,23906,0.15
Marion,29127,265149,0.562
Mercer,29129,971034,0.291
Miller,29131,28124,0.098
Mississippi,29133,446708,0.25
Moniteau,29135,1648,0.0
Monroe,29137,81526,0.007
Montgomery,29139,66937,0.018
Morgan,29141,9172,0.012
New Madrid,29143,1499583,0.617
Newton,29145,201403,0.167
Nodaway,29147,489064,0.021
Osage,29151,7181,0.05
Pemiscot,29155,344073,1.131
Perry,29157,142682,0.079
Pettis,29159,14491,0.002
Pike,29163,1235304,0.936
Platte,29165,173794,0.019
Polk,29167,77665,0.162
Putnam,29171,352606,0.14
Ralls,29173,19979,0.002
Randolph,29175,19882,0.006
Ray,29177,256703,0.129
Ripley,29181,25188,0.608
St Charles,29183,782543,0.202
St Clair,29185,27805,0.008
St Genevieve,29186,28993,0.014
Saline,29195,27965,0.002
Schuyler,29197,18965,0.024
Scotland,29199,28624,0.003
Scott,29201,480948,0.261
Shelby,29205,199201,0.32
Stoddard,29207,1253066,0.243
Sullivan,29211,572652,0.191
Vernon,29217,71401,0.035
Warren,29219,24059,0.01
Webster,29225,198863,0.423
Worth,29227,46306,0.027
Wright,29229,58658,0.449
Big Horn,30003,66453,0.916
Blaine,30005,5444,0.06
Carbon,30009,2225,0.016
Carter,30011,19621,0.553
Custer,30017,72332,0.397
Dawson,30021,61888,0.234
Fallon,30025,239415,0.836
Prairie,30079,16805,0.145
Richland,30083,34315,0.349
Rosebud,30087,139052,0.293
Treasure,30103,22920,0.157
Valley,30105,2583,0.011
Wibaux,30109,32335,0.217
Adams,31001,18406813,2.273
Antelope,31003,13008173,1.159
Banner,31007,194323,0.141
Blaine,31009,335541,0.713
Boone,31011,2532857,0.181
Box Butte,31013,837252,0.206
Boyd,31015,252506,0.044
Brown,31017,1097804,0.142
Buffalo,31019,31788413,6.405
Burt,31021,11795298,3.062
Butler,31023,2298460,0.324
Cass,31025,700326,0.503
Cedar,31027,5127033,0.373
Chase,31029,1132176,0.062
Cherry,31031,1537537,1.388
Cheyenne,31033,138571,0.056
Clay,31035,2376969,0.156
Colfax,31037,1600053,0.389
Cuming,31039,10505072,2.102
Custer,31041,6920566,0.452
Dakota,31043,4144390,2.367
Dawes,31045,20925,0.14
Dawson,31047,4175568,0.129
Deuel,31049,1385204,0.497
Dixon,31051,3961899,0.543
Dodge,31053,10753879,1.16
