n,i,t,a
Stephenson,17177,3399904,0.76
Tazewell,17179,1871833,0.701
Union,17181,6226,0.045
Vermilion,17183,620612,0.119
Wabash,17185,290272,0.24
Warren,17187,1236379,0.483
Washington,17189,422368,0.244
Wayne,17191,991952,0.177
White,17193,822797,0.325
Whiteside,17195,5822392,1.348
Will,17197,1701959,1.161
Williamson,17199,33202,0.045
Winnebago,17201,2826347,1.045
Woodford,17203,3499976,1.4
Adams,18001,992330,0.695
Allen,18003,390730,0.117
Bartholomew,18005,470311,0.203
Benton,18007,308669,0.038
Blackford,18009,205244,0.385
Boone,18011,118701,0.013
Carroll,18015,100630,0.076
Cass,18017,70037,0.023
Clark,18019,321042,1.055
Clay,18021,147662,0.126
Clinton,18023,366485,0.066
Daviess,18027,582752,0.074
Dearborn,18029,35319,0.208
Decatur,18031,460166,0.169
De Kalb,18033,19499,0.013
Delaware,18035,144919,0.075
Dubois,18037,263724,0.193
Elkhart,18039,181718,0.155
Fayette,18041,102983,0.106
Fountain,18045,265784,0.23
Franklin,18047,101441,0.282
Fulton,18049,31724,0.049
Gibson,18051,303554,0.135
Grant,18053,123962,0.392
Greene,18055,108457,0.033
Hamilton,18057,190392,0.182
Hancock,18059,667171,0.39
Harrison,18061,286337,0.401
Hendricks,18063,2209563,0.279
Henry,18065,810669,0.244
Howard,18067,193800,0.059
Huntington,18069,216141,0.163
Jackson,18071,886262,0.326
Jasper,18073,298741,0.052
Jay,18075,828713,0.541
Jefferson,18077,443449,0.582
Jennings,18079,251965,0.157
Johnson,18081,245106,0.171
Knox,18083,347806,0.167
Kosciusko,18085,996832,0.489
LaGrange,18087,1406486,0.198
Lake,18089,453668,0.618
La Porte,18091,1341726,0.276
Lawrence,18093,131808,0.275
Madison,18095,616039,0.248
Marion,18097,61707,0.301
Marshall,18099,544414,0.145
Martin,18101,74203,0.128
Miami,18103,43400,0.026
Monroe,18105,19478,0.131
Montgomery,18107,664963,0.144
Morgan,18109,157701,0.129
Newton,18111,488676,0.263
Noble,18113,459665,0.51
Orange,18117,78190,0.255
Owen,18119,75271,0.094
Parke,18121,137652,0.109
Perry,18123,116374,0.8
Pike,18125,168915,0.132
Porter,18127,904855,0.502
Posey,18129,383661,0.137
Pulaski,18131,207296,0.09
Putnam,18133,367064,0.12
Randolph,18135,329843,0.389
Ripley,18137,215856,0.451
Rush,18139,497515,0.172
St Joseph,18141,391575,0.561
Scott,18143,159524,0.442
Shelby,18145,481757,0.219
Spencer,18147,218819,0.105
Starke,18149,304441,0.273
Steuben,18151,11503,0.008
Sullivan,18153,226207,0.112
Switzerland,18155,152325,0.609
Tippecanoe,18157,132598,0.022
Tipton,18159,193965,0.073
Union,18161,35701,0.046
Vanderburgh,18163,60250,0.079
Vermillion,18165,65761,0.066
Vigo,18167,98224,0.096
Wabash,18169,58224,0.107
Warren,18171,393879,0.21
Warrick,18173,274844,0.251
Washington,18175,527323,0.172
Wayne,18177,268019,0.223
Wells,18179,634958,0.384
White,18181,120562,0.028
Whitley,18183,75071,0.034
Adair,19001,87661,0.026
Adams,19003,66633,0.14
Allamakee,19005,13769,0.009
Appanoose,19007,219254,0.127
Audubon,19009,40081,0.024
Benton,19011,230029,0.081
Black Hawk,19013,95604,0.048
Boone,19015,67785,0.015
Bremer,19017,10301,0.008
Buchanan,19019,107728,0.02
Buena Vista,19021,39919,0.004
Butler,19023,98223,0.064
Calhoun,19025,93847,0.02
Carroll,19027,190277,0.046
Cass,19029,105760,0.202
Cedar,19031,5839116,1.723
Cerro Gordo,19033,82366,0.014
Cherokee,19035,70818,0.01
Chickasaw,19037,32143,0.023
Clarke,19039,74435,0.047
Clay,19041,208233,0.098
Clayton,19043,31201,0.02
Clinton,19045,9088148,2.844
Crawford,19047,400699,0.058
Dallas,19049,55891,0.161
Davis,19051,958929,1.433
Decatur,19053,44442,0.035
Delaware,19055,708038,0.183
Des Moines,19057,755640,0.537
Dickinson,19059,319957,0.22
Dubuque,19061,477803,0.196
Emmet,19063,415562,0.216
Fayette,19065,24714,0.005
Floyd,19067,57153,0.045
Franklin,19069,47463,0.004
Fremont,19071,197048,0.034
Greene,19073,62791,0.021
Grundy,19075,15903,0.003
Guthrie,19077,280977,0.043
Hamilton,19079,159084,0.077
Hancock,19081,289668,0.211
Hardin,19083,64493,0.024
Harrison,19085,953116,0.248
Henry,19087,609882,0.25
Howard,19089,33163,0.014
Humboldt,19091,123709,0.039
Ida,19093,20783,0.03
Iowa,19095,1442105,0.59
Jackson,19097,2879995,1.959
Jasper,19099,91287,0.024
Jefferson,19101,719034,0.248
Johnson,19103,3504786,1.142
Jones,19105,1846067,0.621
Keokuk,19107,3665665,0.86
Kossuth,19109,664028,0.145
Lee,19111,1730837,1.249
Linn,19113,1211494,0.428
Louisa,19115,1613154,0.9
Lucas,19117,28203,0.081
Lyon,19119,23479,0.006
Madison,19121,192702,0.085
Mahaska,19123,224577,0.128
Marion,19125,94019,0.183
Marshall,19127,125083,0.06
Mills,19129,119255,0.034
Mitchell,19131,30711,0.013
Monona,19133,1523736,0.816
Monroe,19135,105458,0.325
Montgomery,19137,229312,0.068
Muscatine,19139,3448954,1.098
O Brien,19141,4168,0.001
Osceola,19143,62748,0.014
Page,19145,44284,0.013
Palo Alto,19147,116536,0.051
Plymouth,19149,212466,0.034
Pocahontas,19151,97783,0.05
Polk,19153,148953,0.133
E Pottawattamie,19155,60225,0.018
Poweshiek,19157,183073,0.061
Ringgold,19159,51478,0.07
Sac,19161,116455,0.015
Scott,19163,3070906,2.048
Shelby,19165,347756,0.123
Sioux,19167,181395,0.044
Story,19169,53763,0.017
Tama,19171,357499,0.052
Taylor,19173,75980,0.02
Union,19175,70631,0.053
Van Buren,19177,543341,1.018
Wapello,19179,510772,0.185
Warren,19181,189042,0.176
Washington,19183,2899625,1.01
Wayne,19185,63838,0.01
Webster,19187,135300,0.051
Winnebago,19189,73527,0.036
Winneshiek,19191,27275,0.02
Woodbury,19193,288606,0.066
Worth,19195,35899,0.006
Wright,19197,99463,0.05
Allen,20001,48698,0.144
Anderson,20003,254021,0.259
Atchison,20005,147264,0.087
Barton,20009,90284,1.002
Bourbon,20011,29930,0.123
Brown,20013,64169,0.019
Butler,20015,437317,0.369
Chase,20017,117263,0.488
Chautauqua,20019,19665,0.213
Cherokee,20021,79804,0.197
Cheyenne,20023,613624,0.905
Clay,20027,34436,0.108
Cloud,20029,48659,0.082
Coffey,20031,127104,0.3
Cowley,20035,56082,0.567
Crawford,20037,308224,0.614
Decatur,20039,1047405,0.401
Dickinson,20041,161928,0.434
Doniphan,20043,137874,0.081
Douglas,20045,135507,0.1
Edwards,20047,251961,0.206
Elk,20049,19199,0.218
Ellis,20051,162326,2.202
Ellsworth,20053,5416,0.162
Finney,20055,591622,0.417
Ford,20057,182811,0.235
Franklin,20059,346228,0.301
Geary,20061,4487,0.052
Gove,20063,1357829,1.182
Graham,20065,886031,0.881
Grant,20067,1123469,0.781
Gray,20069,230888,0.594
Greeley,20071,653026,0.693
Greenwood,20073,172963,0.794
Hamilton,20075,310811,0.375
Harper,20077,8604,0.224
Harvey,20079,61930,0.18
Haskell,20081,571019,0.473
Hodgeman,20083,161067,0.686
Jackson,20085,112839,0.189
Jefferson,20087,218587,0.14
Jewell,20089,292665,0.826
Johnson,20091,99547,0.27
Kearny,20093,310142,0.616
Kingman,20095,3658,0.472
Kiowa,20097,70853,0.186
Labette,20099,182799,0.289
Lane,20101,584976,1.755
Leavenworth,20103,192336,0.45
Lincoln,20105,41718,0.696
Linn,20107,183151,0.296
Logan,20109,588060,0.211
Lyon,20111,407049,0.331
McPherson,20113,68263,0.168
Marion,20115,307938,1.042
Marshall,20117,126885,0.13
Meade,20119,85094,0.1
Miami,20121,261097,0.367
Mitchell,20123,59920,0.205
Montgomery,20125,124883,0.227
Morris,20127,157293,0.608
Morton,20129,535001,0.496
Nemaha,20131,986036,0.224
Neosho,20133,303193,0.588
Ness,20135,380991,1.603
Norton,20137,598412,0.321
Osage,20139,255969,0.565
Osborne,20141,188714,0.612
Ottawa,20143,50253,0.186
Pawnee,20145,28218,0.079
Phillips,20147,96944,0.113
Pottawatomie,20149,70019,0.107
Pratt,20151,62073,0.044
Rawlins,20153,1242395,0.885
Reno,20155,149348,0.29
Republic,20157,339352,0.265
Rice,20159,62865,0.148
Riley,20161,27464,0.115
Rooks,20163,275311,0.709
Rush,20165,96187,1.701
Russell,20167,13247,0.49
Saline,20169,28202,0.196
Scott,20171,2758619,1.716
Sedgwick,20173,58762,0.122
Seward,20175,219615,0.069
Shawnee,20177,136122,0.171
Sheridan,20179,1938395,0.682
Sherman,20181,1908012,0.524
Smith,20183,102144,0.228
Stafford,20185,50805,0.068
Stanton,20187,3216348,1.261
Stevens,20189,1069136,0.734
Sumner,20191,42477,0.244
Thomas,20193,2851488,0.505
Trego,20195,609307,1.268
Wabaunsee,20197,41031,0.065
Wallace,20199,541383,0.334
Washington,20201,48409,0.054
Wichita,20203,622891,0.866
Wilson,20205,138073,0.285
Woodson,20207,86896,0.221
Allen,21003,79712,0.403
Ballard,21007,2911,0.99
Barren,21009,29726,0.146
Bath,21011,20579,0.909
Boone,21015,440,0.036
Bourbon,21017,127348,2.003
Boyle,21021,1931,0.056
Breckinridge,21027,67809,0.227
Bullitt,21029,4523,1.339
Butler,21031,1519,0.04
Caldwell,21033,5089,0.026
Calloway,21035,39231,0.101
Carlisle,21039,4148,0.012
Casey,21045,3309,0.13
Christian,21047,120153,0.156
Clark,21049,14007,0.87
Crittenden,21055,27930,0.069
Daviess,21059,76614,0.118
Edmonson,21061,282,0.022
Fayette,21067,61305,2.139
Fleming,21069,38860,1.057
Fulton,21075,41232,0.118
Graves,21083,22896,0.057
Grayson,21085,5868,0.047
Green,21087,2615,0.212
Greenup,21089,2304,0.028
Hancock,21091,7014,0.082
Hardin,21093,98431,0.345
Harrison,21097,84423,1.343
Hart,21099,3423,0.139
Henderson,21101,162901,0.162
Henry,21103,14812,0.715
Hickman,21105,4070,0.005
Hopkins,21107,24291,0.092
Jessamine,21113,16920,0.333
Larue,21123,39284,0.256
Lewis,21135,24331,1.111
Livingston,21139,2391,0.004
Logan,21141,171978,0.135
Lyon,21143,4222,0.071
McCracken,21145,439,0.002
McLean,21149,77772,0.075
Madison,21151,6255,0.637
Marion,21155,56161,1.121
Marshall,21157,8382,0.146
Mason,21161,103173,1.097
Meade,21163,89653,0.363
Mercer,21167,28278,2.294
Monroe,21171,17,0.608
Montgomery,21173,20493,0.974
Muhlenberg,21177,57188,0.142
Nelson,21179,94803,0.783
Nicholas,21181,27155,1.028
Ohio,21183,24708,0.026
Pendleton,21191,33669,4.07
Powell,21197,1551,0.11
Rowan,21205,2041,0.067
Russell,21207,23244,3.142
Scott,21209,68719,1.792
Shelby,21211,748586,2.895
Simpson,21213,623920,0.769
Spencer,21215,44815,1.353
Taylor,21217,15465,0.267
Todd,21219,83778,0.086
Trigg,21221,48048,0.333
Trimble,21223,996,0.107
Union,21225,102517,0.049
Warren,21227,450933,0.63
Washington,21229,14165,0.178
Webster,21233,38120,0.048
Woodford,21239,59294,2.511
Acadia,22001,2227,0.864
Avoyelles,22009,15948,0.099
Beauregard,22011,56352,8.395
Bossier,22015,13777,0.267
Caddo,22017,266592,0.413
Catahoula,22025,190253,0.229
Concordia,22029,37037,0.224
East Carroll,22035,32862,0.187
Evangeline,22039,3177,0.082
Franklin,22041,82297,0.219
Madison,22065,92181,0.262
Morehouse,22067,641131,0.753
Pointe Coupee,22077,14521,0.072
Rapides,22079,13525,0.068
Red River,22081,3328,0.051
Richland,22083,73310,0.412
St Landry,22097,27454,0.183
Tensas,22107,288518,0.221
West Carroll,22123,68479,0.454
Baltimore,24005,55065,0.115
Caroline,24011,26756,0.012
Carroll,24013,20982,0.023
Cecil,24015,29609,0.023
Charles,24017,87875,0.258
Dorchester,24019,114709,0.194
Frederick,24021,50226,0.094
Harford,24025,41765,0.115
Kent,24029,40872,0.011
Montgomery,24031,3211,0.01
Queen Anne's,24035,24852,0.013
St Mary's,24037,35507,0.304
Somerset,24039,22261,0.163
Talbot,24041,44473,0.07
Washington,24043,204312,0.387
Wicomico,24045,110342,0.181
Worcester,24047,85301,0.163
Bristol,25005,1601,0.267
Franklin,25011,854,0.029
Hampshire,25015,5756,0.293
Middlesex,25017,2951,0.087
Plymouth,25023,47788,0.558
Worcester,25027,5939,0.208
Allegan,26005,192768,0.195
Alpena,26007,24893,0.376
Arenac,26011,18864,0.09
Barry,26015,52098,0.044
Bay,26017,26049,0.136
Berrien,26021,579420,0.859
Branch,26023,156808,0.034
Calhoun,26025,59268,0.115
Cass,26027,108332,0.064
Clare,26035,12111,0.138
Clinton,26037,88351,0.102
Delta,26041,46299,0.658
Eaton,26045,197877,0.086
Genesee,26049,14364,0.099
Grand Traverse,26055,22991,0.268
Gratiot,26057,636766,0.134
Hillsdale,26059,28275,0.039
Huron,26063,30706,0.041
Ingham,26065,53838,0.043
Ionia,26067,354662,0.12
Isabella,26073,50417,0.016
Jackson,26075,50558,0.017
Kalamazoo,26077,13926,0.131
Kent,26081,60112,0.068
Lapeer,26087,7280,0.06
Lenawee,26091,38302,0.039
Livingston,26093,5528,0.014
Macomb,26099,27759,0.041
Mecosta,26107,24569,0.097
Menominee,26109,146128,0.4
Midland,26111,23307,0.034
Missaukee,26113,2613,0.008
Monroe,26115,15209,0.011
Montcalm,26117,25133,0.027
Muskegon,26121,102113,0.856
Newaygo,26123,177176,0.895
Oceana,26127,32301,0.646
Ogemaw,26129,45,0.0
Osceola,26133,4474,0.063
Ottawa,26139,449168,0.717
Presque Isle,26141,1915,0.057
Saginaw,26145,584896,0.182
St Clair,26147,12270,0.025
St Joseph,26149,65084,0.165
Sanilac,26151,71499,0.109
Shiawassee,26155,51617,0.048
Tuscola,26157,290828,0.391
Van Buren,26159,290620,0.145
Washtenaw,26161,13383,0.012
Aitkin,27001,36919,0.92
Anoka,27003,77927,0.454
Becker,27005,28977,0.109
Beltrami,27007,59577,0.414
Benton,27009,810704,0.486
Big Stone,27011,855411,0.271
Blue Earth,27013,218921,0.122
Brown,27015,480849,0.204
Carver,27019,209163,0.128
Cass,27021,27661,0.2
Chippewa,27023,119081,0.334
Chisago,27025,195268,0.465
Clay,27027,346842,0.278
Clearwater,27029,73929,0.462
Cottonwood,27033,147420,0.1
Crow Wing,27035,31183,0.522
Dakota,27037,820960,0.298
Dodge,27039,18700,0.258
Douglas,27041,114777,0.121
Faribault,27043,236633,0.636
Fillmore,27045,40139,0.004
Freeborn,27047,192513,0.094
Goodhue,27049,379315,0.13
Grant,27051,1856550,0.454
Hennepin,27053,10784,0.067
Houston,27055,24254,0.076
Hubbard,27057,22991,0.33
Isanti,27059,326401,0.379
Jackson,27063,197760,0.086
Kanabec,27065,377354,1.892
Kandiyohi,27067,346517,0.186
Kittson,27069,284478,1.494
Koochiching,27071,6042,0.492
Lac Qui Parle,27073,132152,0.036
Lake of the Woods,27077,1350,0.265
Le Sueur,27079,446221,0.194
Lincoln,27081,36589,0.02
Lyon,27083,15475,0.008
McLeod,27085,245771,0.095
Mahnomen,27087,402925,0.144
Marshall,27089,175603,0.793
Martin,27091,367808,0.144
Meeker,27093,408464,0.196
Mille Lacs,27095,205586,0.7
Morrison,27097,1173543,0.487
Mower,27099,87910,0.037
Murray,27101,55347,0.003
Nicollet,27103,525100,0.218
Nobles,27105,14509,0.009
Norman,27107,154212,0.094
Olmsted,27109,33323,0.01
East Otter Tail,27111,147118,0.201
Pennington,27113,97043,0.563
Pine,27115,267240,1.85
Pipestone,27117,33963,0.025
East Polk,27119,64325,0.317
Pope,27121,109924,0.051
Red Lake,27125,29481,0.202
Redwood,27127,387011,0.233
Renville,27129,781540,0.11
Rice,27131,176048,0.097
Rock,27133,2447,0.002
Roseau,27135,224751,0.612
Scott,27139,193570,0.495
Sherburne,27141,383845,1.011
Sibley,27143,376043,0.23
Stearns,27145,1889910,0.374
Steele,27147,26381,0.014
Stevens,27149,1732654,0.348
Swift,27151,215062,0.022
Todd,27153,544427,0.325
Traverse,27155,2261816,0.418
Wabasha,27157,108100,0.099
Wadena,27159,23183,0.043
Waseca,27161,180125,0.104
Washington,27163,72052,0.772
Watonwan,27165,30477,0.064
Wilkin,27167,563837,0.578
Winona,27169,7880,0.006
Wright,27171,533942,0.21
Yellow Medicine,27173,220585,0.032
Alcorn,28003,15283,0.186
Benton,28009,3509,0.736
Bolivar,28011,18711,0.617
Calhoun,28013,14071,0.579
Carroll,28015,56268,1.427
Chickasaw,28017,16217,0.427
Clay,28025,7134,0.177
Coahoma,28027,8693,0.014
De Soto,28033,15575,0.106
George,28039,7834,0.816
Holmes,28051,1153,0.009
Humphreys,28053,104527,0.165
Issaquena,28055,9622,0.041
Itawamba,28057,6083,0.157
Lee,28081,15000,0.248
Leflore,28083,5790,0.71
Lowndes,28087,11921,0.065
Madison,28089,585,0.005
Marshall,28093,6015,0.114
Monroe,28095,29236,0.437
Noxubee,28103,2759,0.012
Panola,28107,13322,0.28
Pontotoc,28115,12165,0.27
Quitman,28119,103666,1.373
Sharkey,28125,2871,0.063
Sunflower,28133,29273,0.467
Tallahatchie,28135,111769,0.208
Tate,28137,33781,0.49
Tippah,28139,3098,0.032
Tunica,28143,14355,0.429
Union,28145,2897,0.031
Washington,28151,64489,0.327
Yalobusha,28161,351,0.018
Yazoo,28163,79729,0.393
Adair,29001,232970,0.804
Andrew,29003,91692,0.089
Atchison,29005,171099,0.019
Audrain,29007,4566441,2.015
Barton,29011,412580,0.977
Bates,29013,139426,0.164
Benton,29015,261102,1.305
Bollinger,29017,11841,0.353
Boone,29019,837256,2.013
Buchanan,29021,241725,0.281
Butler,29023,57358,0.333
Caldwell,29025,440528,0.932
Callaway,29027,1084984,1.958
Cape Girardeau,29031,23665,0.14
Carroll,29033,335868,0.218
Cass,29037,162480,0.402
Cedar,29039,15900,1.464
Chariton,29041,324889,0.167
Clark,29045,2067218,1.604
Clay,29047,92479,0.289
Clinton,29049,418578,0.31
Cole,29051,45904,0.577
Cooper,29053,2304080,1.764
Dade,29057,442400,1.907
Daviess,29061,453981,0.436
De Kalb,29063,353701,0.417
Dunklin,29069,4514,0.034
Franklin,29071,41509,0.275
Gasconade,29073,37511,0.56
Gentry,29075,118385,0.147
Grundy,29079,644513,0.581
Harrison,29081,217213,0.136
Henry,29083,121670,0.456
Holt,29087,182102,0.192
Howard,29089,215381,0.512
Jackson,29095,69218,0.109
Jasper,29097,363739,1.066
Johnson,29101,466855,0.588
Knox,29103,3151111,2.096
Lafayette,29107,819356,0.266
Lawrence,29109,201512,2.601
Lewis,29111,3748382,1.824
Lincoln,29113,678156,1.262
Linn,29115,387262,0.471
Livingston,29117,413447,0.629
Macon,29121,506390,1.308
Marion,29127,3160324,2.128
Mercer,29129,69586,0.063
Miller,29131,4300,0.455
Mississippi,29133,56921,0.399
Moniteau,29135,946008,2.707
Monroe,29137,4401650,2.727
Montgomery,29139,1596453,1.944
Morgan,29141,320505,2.921
New Madrid,29143,58091,0.179
Newton,29145,55013,0.786
Nodaway,29147,85639,0.063
Osage,29151,64307,0.322
Pemiscot,29155,93574,0.088
Perry,29157,96292,0.321
Pettis,29159,1532200,1.729
Pike,29163,2537754,1.702
Platte,29165,74873,0.33
Putnam,29171,69687,0.247
Ralls,29173,3082331,3.68
Randolph,29175,223007,0.894
Ray,29177,143727,0.242
St Charles,29183,135909,0.156
St Clair,29185,66617,0.554
St Genevieve,29186,56226,0.308
St Louis,29189,26414,0.343
Saline,29195,806768,0.42
Schuyler,29197,207976,1.305
Scotland,29199,1668519,1.463
Scott,29201,7547,0.027
Shelby,29205,1865581,1.646
Stoddard,29207,227828,0.226
Sullivan,29211,201422,0.754
Vernon,29217,82611,0.064
Warren,29219,208143,0.615
Worth,29227,4208,0.012
Custer,30017,19283,0.082
Prairie,30079,829,0.013
Roosevelt,30085,12166,0.467
Rosebud,30087,1299,0.054
Valley,30105,27072,0.18
Yellowstone,30111,10447,0.094
Adams,31001,156539,0.047
Antelope,31003,1093255,0.321
Banner,31007,23562,0.108
Boone,31011,233166,0.053
Box Butte,31013,55159,0.128
Boyd,31015,1041127,1.256
Brown,31017,139721,0.358
Buffalo,31019,1475539,0.872
Burt,31021,516693,0.132
Butler,31023,801073,0.207
Cass,31025,240569,0.078
Cedar,31027,444619,0.108
Chase,31029,873243,0.24
Cherry,31031,135956,0.703
Cheyenne,31033,22862,0.031
Clay,31035,350599,0.047
Colfax,31037,371908,0.415
Cuming,31039,153366,0.141
Custer,31041,1683629,0.239
Dakota,31043,91978,0.214
Dawson,31047,1746491,0.407
Deuel,31049,217695,0.487
Dixon,31051,166880,0.063
Dodge,31053,410559,0.196
Douglas,31055,37787,0.11
Dundy,31057,988909,0.303
Fillmore,31059,843830,0.298
Franklin,31061,657721,0.869
Frontier,31063,1365181,1.499
Furnas,31065,2291692,0.955
Gage,31067,300911,0.085
Garden,31069,120064,0.28
Garfield,31071,133551,0.412
Gosper,31073,593519,0.336
Greeley,31077,325914,0.21
Hall,31079,859021,0.234
Hamilton,31081,234546,0.066
Harlan,31083,532036,0.19
Hayes,31085,864417,0.214
Hitchcock,31087,1593062,1.629
Holt,31089,966580,0.327
Howard,31093,817743,0.2
Jefferson,31095,448417,0.183
Johnson,31097,576816,0.427
Kearney,31099,194166,0.056
Keith,31101,684536,0.54
Keya Paha,31103,43449,0.243
Kimball,31105,12722,0.046
Knox,31107,909046,0.422
Lancaster,31109,1123032,0.441
Lincoln,31111,1121954,0.236
Logan,31113,321790,0.461
Loup,31115,48330,0.159
Madison,31119,428911,0.188
Merrick,31121,385867,0.225
Morrill,31123,217312,0.43
Nance,31125,482474,0.142
Nemaha,31127,187164,0.034
Nuckolls,31129,609006,0.327
Otoe,31131,843731,0.205
Pawnee,31133,97829,0.151
Perkins,31135,1445154,0.278
Phelps,31137,301212,0.053
Pierce,31139,932426,0.346
Platte,31141,525444,0.166
Polk,31143,449655,0.169
Red Willow,31145,1786667,0.636
Richardson,31147,103310,0.032
Rock,31149,86375,0.065
Saline,31151,992811,0.384
Sarpy,31153,77559,0.194
Saunders,31155,376613,0.151
Scotts Bluff,31157,816041,0.463
Seward,31159,1408609,0.476
Sheridan,31161,95848,0.115
Sherman,31163,1167128,0.972
Sioux,31165,131112,0.949
Stanton,31167,295822,0.204
Thayer,31169,526608,0.273
Thurston,31173,134452,0.032
Valley,31175,665586,0.205
Washington,31177,203472,0.181
Wayne,31179,93993,0.011
Webster,31181,434256,0.302
Wheeler,31183,532202,0.184
York,31185,648397,0.183
Atlantic,34001,10415,2.885
Burlington,34005,20603,0.132
Cumberland,34011,91186,0.359
Gloucester,34015,884,0.15
Hunterdon,34019,18562,0.583
Monmouth,34025,6366,0.345
Salem,34033,50515,0.269
Chaves,35005,1568,0.01
Curry,35009,2631,0.014
Dona Ana,35013,22298,0.602
Roosevelt,35041,15872,0.2
Union,35059,75386,0.108
Cattaraugus,36009,15742,0.081
Cayuga,36011,121313,0.438
